guid,description,typology
9242654d-757e-443b-a33c-275e6b42dc79,"Илл. к поэме А.С. Пушкина ""Цыганы""",графика
b8ad081a-1d10-41e1-addd-e7139f0fa4a7,Плакат «В единстве с народом – сила партии».,графика
add9cd57-e52a-4e33-bd58-f97346d98d41,Наперсток цилиндрической формы с минимальным расширением в нижней части и выпуклой вершиной. Возможно европейского изготовления.,"предметы прикладного искусства, быта и этнографии"
6ac4dbbb-67d2-4e9d-ad95-141801346746,Монета медная древнеримская (фальшивая),предметы нумизматики
9dd70fa7-76e1-45d2-bd98-5445092a5fd7,Фотография. Ермаков Н.С. 60-летие органов госбезопасности,фотографии и негативы
a1030fb5-af65-4185-9ac4-d0f84f0c268e,Нашивка. Всесоюзный ударный комсомольский отряд  имени XXVI съезда КПСС.,прочие
1e82db17-78e4-4b4e-a4a9-573939feb284,Удостоверение Н.М. Новлянского - преподавателя ЦЕТЕТИС по нанесению грима.,документы
2766c72d-fec3-44a8-aa40-4cad1480e270,Фрагмент керамики эпохи бронзы,предметы археологии
6073fb86-5967-42cc-91a7-4b8d42d28e2f,"Фотография сюжетная. Выступление вокальной группы на сцене ДК ""Энергетик"". г. Дивногорск. 1970-е гг.",фотографии и негативы
f71fbea7-5715-4e78-81fb-b9eecaac9967,Ухват,"предметы прикладного искусства, быта и этнографии"
c80e90f4-6ed2-4624-a1e3-c6a45b918653,Открытка из коллекции «Индийская миниатюра». Старцы в горах.,предметы печатной продукции
05ab11a4-03b5-494b-93aa-678f5a1e4b3c,"Зуб. Акула. Scapanorhynchus raphiodon (Agassiz, 1843). Классификация: Хордовые Chordata, Позвоночные Vertebrata, Хрящевые рыбы Chondrichthyes, Пластиножаберные Elasmobranchii",предметы естественнонаучной коллекции
c293b639-7eaf-479e-a5c2-289d74bce480,Письма Н.П. Огарева: Жанровое своеобразие,документы
3c01129f-b112-4ef1-b0a7-414499ac26d6,Брошюра. XXVI съезд Коммунистической партии Советского Союза. Бюллетень № 8.,предметы печатной продукции
d5ed86cb-16ef-4a4c-8244-2566a92ba44d,Фотография цветная. Новогодние праздники,фотографии и негативы
f6a25749-5041-4c4e-bc8a-e6e0bda3f43a,Фрагмент керамического изделия. Фрагмент глиняного сосуда. Из комплекта: Коллекция керамики(242 фрагмента),предметы археологии
26515047-74e8-4d4b-b5fb-f2c4c1001661,Буса,предметы археологии
1c5b3657-9770-42bc-87c1-a20edaf0e40c,"Ян Осница, Ян Вильковский, ""Гиньоль а Париже"", реж. М.Гаев, худ. А.Чеботарев",предметы печатной продукции
bb1eb90a-5e64-40ad-8176-add7191f7bba,Документ. Дорожная форма почтальонов (летняя и зимняя) 1853 г.,документы
5a313624-860f-4f85-ae2a-bbfb69a538a7,"Платье летнее, женское.","предметы прикладного искусства, быта и этнографии"
d3c4373a-3721-497d-bee8-1e4a28d523a4,Лотерейный билет. Билет денежно-вещевой лотереи Узбекской ССР. № 2. 30 копеек. Узбекская ССР,прочие
e76408b2-fb22-4d60-95ef-c0c9c4a794ad,Ложка чайная,"предметы прикладного искусства, быта и этнографии"
da29e4d8-3050-46bc-9bdc-9abd8ebfcc8e,Фотография. Гаязов Аслях Гаязович.,фотографии и негативы
ff299baa-b9bc-4fcc-8bc2-dd65167558ab,Клоун. Янтарь,"предметы прикладного искусства, быта и этнографии"
90e40851-cfce-4b3c-b7e5-e6f48db1e025,"Газета ""Приазовский край"" №250. 1911 г.",предметы печатной продукции
bb005c05-84e0-4179-9731-7299d3d8d12e,Карикатура на Наполеона III. Une position delicate,графика
f1f71b8a-c875-4e18-a110-817903f4d2ba,Мордовка,предметы нумизматики
5acff25a-605e-49bf-86ee-804d3b33be4e,Памятный знак «60 лет Горно-Алтайской автономной области» 1982 г.,предметы нумизматики
699fe797-0fbe-452a-b7e3-7b382275d2d4,"Журнал ""Русская мысль"". М., 1897, №3.",редкие книги
3df8cc79-84c4-495c-a142-a5e368308f3c,Документ. Указ императора Николая I о назначении в Палаты Госимуществ контролеров с помощниками и писцами,документы
458d5ca5-e5a9-4857-ade2-3660879a003b,Богоматерь с младенцем Спасителем,живопись
77cfb8b9-f3f7-41b3-a0e9-4695925ce074,Российская империя. Государственная ассигнация (новый тип). 10 рублей. 1835 г.,предметы нумизматики
978c603a-d581-4ef3-bcbe-418343fc78d0,Зав. кафедрой госпитальной хирургии Башкирского мединститута Гатауллин Н.Г. делает показательную операцию на сердце.,фотографии и негативы
84cdc299-9db7-4c4f-aba4-35e8f4f07493,"Панно с надписью:""ХХ лет ВЛКСМ"". Подарок И.В. Сталину от Портечко Славы.","предметы прикладного искусства, быта и этнографии"
